pmid_reference;pmc_reference;evidence_code;disease_db;disease_name;disease_abbreviation;associated_gene_or_locus;disease_synonym;disease_id;disease_id_in_text;gene_id_in_text;hpo_name;hpo_id;hp_synonym;negation;not_abnormal;sentence;sentence_location;disease_location;gene_location;co_occurrence;comments
PMID:20683927; -;PCS;OMIM;"BRACHYDACTYLY, TYPE A1, C; BDA1C"; BDA1;GDF5 ;familial life-long persistent fever;615072;no;601146;fibular hypoplasia;HP:0003038;exact match;not; -;Additionally, the two affected sisters who were both 5 feet tall (fifth centile) were treated for clubfeet as children and their X-rays did not demonstrate fibula hypoplasia ;body (Results);title, abstract, body (Introduction ,Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;disease_name is not referred in the text, instead it came from associated_gene_or_locus (GDF5)
PMID:21205713; -;PCS;OMIM;"PULMONARY ALVEOLAR PROTEINOSIS 5; SMDP5;; CSF2RB DEFICIENCY";PAP;CSF2RB ;familial life-long persistent fever;614370;no;no;anti-granulocyte-macrophage colony stimulating factor antibody positivity;HP:0020050; GM-CSF auto-antibody ;negative; -;A GM-CSF auto-antibody test was negative and the serum GM-CSF level was increased (25.9 pg?mL-1) suggesting GM-CSF receptor dysfunction as the molecular basis of PAP ;body;title, abstract, body;title, abstract, body;no;
PMID:23404334;PMC3580273;IEA;OMIM;"MYASTHENIC SYNDROME, CONGENITAL, 15; CMS15"; -;ALG14;familial life-long persistent fever;616227;no;no;acetylcholine receptor antibody positivity;HP:0030208; antibodies to acetylcholine receptor;negative; -;A tensilon test was strongly positive, and antibodies to acetylcholine receptor and MuSK were negative;body (RESULTS);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:24531968;PMC4480613;PCS;OMIM;"POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE; BPPR"; -; -;familial life-long persistent fever;615752;no;no;motor delay;HP:0001270;motor disability; -;normal;Affected individuals suffered intellectual and language difficulty, as well as refractory seizures (onset 7 months to 10 years), but had no motor disability ;body;abstract, body; -;no;
PMID:24899048;PMC4189898;PCS;OMIM;"MACULAR DEGENERATION, EARLY-ONSET; EOMD";MD;FBN2;familial life-long persistent fever;616118;no;no;abnormal skeletal muscle morphology ; HP:0011805;muscle abnormalities;no; -;Affected members in the Fam-979 family did not report a history of skeletal, joint or muscle abnormalities, as identified in CCA, which is also associated with FBN2 mutations ;body (DISCUSSION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);yes (gene);
PMID:24899048;PMC4189898;PCS;OMIM;"MACULAR DEGENERATION, EARLY-ONSET; EOMD";MD;FBN2;familial life-long persistent fever;616118;no;no;abnormality of skeletal morphology;HP:0011842;skeletal abnormalities;no; -;Affected members in the Fam-979 family did not report a history of skeletal, joint or muscle abnormalities, as identified in CCA, which is also associated with FBN2 mutations ;body (DISCUSSION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);yes (gene);
PMID:26996949;PMC4833217;PCS;OMIM;"TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6";TTD ;GTF2E2;familial life-long persistent fever;616943;no;189964;cutaneous photosensitivity;HP:0000992;acute burning on minimal sun exposure;no; -; -;body (Table 1);title, abstract, body (Introduction);body (Introduction, Material and Methods, Results, Discussion);no;gene name in Table 1
PMID:2766660; -;PCS;OMIM;"PSEUDOHYPERKALEMIA, FAMILIAL, 2, DUE TO RED CELL LEAK; PSHK10"; -; -;familial life-long persistent fever;609153;no;no;abnormality of blood glucose concentration;HP:0011015;blood glucose;none; -;After an oral load there was a non -significant rise in blood glucose;body (METHODS);title, abstract, body (INTRODUCTION, DISCUSSION); -;no;
PMID:29253101;PMC5837393;PCS;OMIM;"MARSILI SYNDROME; MARSIS;; INSENSITIVITY TO PAIN, CONGENITAL, AUTOSOMAL DOMINANT"; -;ZFHX2;familial life-long persistent fever;147430;no;no;abnormality of tear production;HP:0000632;tear production; -;normal;All individuals have severe corneal hyporeflexia but without corneal scarring and with normal tear production;body (Results);body (RESULTS, DISCUSSION);title, abstract, body (Introduction, Material and methods, Results, Discussion);no;
PMID:29253101;PMC5837393;PCS;OMIM;"MARSILI SYNDROME; MARSIS;; INSENSITIVITY TO PAIN, CONGENITAL, AUTOSOMAL DOMINANT"; -;ZFHX2;familial life-long persistent fever;147430;no;no;corneal scarring;HP:0000559; exact match;without; -;All individuals have severe corneal hyporeflexia but without corneal scarring and with normal tear production;body (RESULTS);body (RESULTS, DISCUSSION);title, abstract, body (Introduction, Material and methods, Results, Discussion);no;
PMID:30528822; -;PCS;OMIM;"ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 6; EKVP6";PSEK;TRPM4 ;familial life-long persistent fever;618531;no;no;abnormality of the teeth;HP:0000164;teeth; -;normal;Affected individuals had normal teeth and hair, and the skin lesions were stationary during seasonal or temperature changes, in contrast to erythrokeratodermia variabilis ;body (RESULTS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);yes (disease_synonym);
PMID:30528822; -;PCS;OMIM;"ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 6; EKVP6";PSEK;TRPM4 ;familial life-long persistent fever;618531;no;no;cardiac arrhythmias;HP:0011675;exact match;denied; -;All affected individuals denied any cardiac disorders or symptoms reminiscent of cardiac arrhythmias ;body (RESULTS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);no;
PMID:30528822; -;PCS;OMIM;"ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 6; EKVP6";PSEK;TRPM4 ;familial life-long persistent fever;618531;no;no;hair abnormality;HP:0001595;hair; -;normal;Affected individuals had normal teeth and hair, and the skin lesions were stationary during seasonal or temperature changes, in contrast to erythrokeratodermia variabilis ;body (RESULTS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, RESULTS, DISCUSSION, MATERIALS AND METHODS);yes (disease_synonym);
PMID:30804514;PMC6622181;IEA;OMIM;"SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN"; -;MIR140;familial life-long persistent fever;618618;no;no;abnormality of the dentition;HP:0000164;dentition; -;normal;All three affected individuals had normal intelligence, dentition, hearing, visual acuity, and basic blood tests ;body;body (Results);abstract, body (Methods);no;
PMID:30804514;PMC6622181;IEA;OMIM;"SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN"; -;MIR140;familial life-long persistent fever;618618;no;no;hearing abnormality;HP:0000364;hearing; -;normal;All three affected individuals had normal intelligence, dentition, hearing, visual acuity, and basic blood tests ;body;body (Results);abstract, body (Methods);no;
PMID:30804514;PMC6622181;IEA;OMIM;"SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN"; -;MIR140;familial life-long persistent fever;618618;no;no;low intelligence;HP:0001249;intelligence; -;normal;All three affected individuals had normal intelligence, dentition, hearing, visual acuity, and basic blood tests ;body;body (Results);abstract, body (Methods);no;
PMID:30804514;PMC6622181;IEA;OMIM;"SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN"; -;MIR140;familial life-long persistent fever;618618;no;no;reduced visual acuity ;HP:0007663;visual; -;normal;All three affected individuals had normal intelligence, dentition, hearing, visual acuity, and basic blood tests ;body;body (Results);abstract, body (Methods);no;
PMID:30804514;PMC6622181;PCS;OMIM;"SPONDYLOEPIPHYSEAL DYSPLASIA, NISHIMURA TYPE; SEDN"; -;MIR140;familial life-long persistent fever;618618;no;no;visual impairment;HP:0000505;visual acuity; -;normal;All three affected individuals had normal intelligence, dentition, hearing, visual acuity, and basic blood tests ;body;body (Results);abstract, body (Methods);no;
PMID:31231791; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 75; DFNA75";ADNSHL ;TRRAP;familial life-long persistent fever;618778;no;no;abnormal cochlea morphology;HP:0000375;cochlea; -; -;According to the computed tomography scan and magnetic resonance imaging data, the mastoid process, cochlea, internal auditory meatus, and membranous labyrinth were well developed, as was the ossicular chain ;body (RESULTS);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS, DISCUSSION);no;
PMID:31353022;PMC6698879;PCS;OMIM;"NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS; NEDBSS"; -;PIGU;familial life-long persistent fever;618590;no;no;elevated alkaline phosphatase ;HP:0003155;alkaline phosphatase ; -;normal; -;body (Table 1);title;title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;could not find a 'good' synonym in article, link to disease made by gene
PMID:31630789;PMC6849359;PCS;OMIM;"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST";SEMD;RPL13;familial life-long persistent fever;618728;no;113703;anemia;HP:0001903;exact match;not; -;Affected individuals do not show any other symptoms such as anemia, bone marrow failure, or cranio-facial abnormalities, as can be observed in other ribosomopathies such as DBA, Shwach-man-Diamond syndrome (SDS [MIM: 617941]) and cartilage hair hypoplasia (CHH-AD [MIM: 250250–607095]);body (Table 1);body (Table 1);title, abstract, body;no;negative relation can also be found in Table 1
PMID:31630789;PMC6849359;PCS;OMIM;"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST";SEMD;RPL13;familial life-long persistent fever;618728;no;113703;bone marrow failure;HP:0005528;exact match;not; -;Affected individuals do not show any other symptoms such as anemia, bone marrow failure, or cranio-facial abnormalities, as can be observed in other ribosomopathies such as DBA, Shwach-man-Diamond syndrome (SDS [MIM: 617941]) and cartilage hair hypoplasia (CHH-AD [MIM: 250250–607095]);body;body;title, abstract, body;no;
PMID:31630789;PMC6849359;PCS;OMIM;"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST";SEMD;RPL13;familial life-long persistent fever;618728;no;113703;facial abnormality;HP:0000271;exact match;not; -;Affected individuals do not show any other symptoms such as anemia, bone marrow failure, or cranio-facial abnormalities, as can be observed in other ribosomopathies such as DBA, Shwach-man-Diamond syndrome (SDS [MIM: 617941]) and cartilage hair hypoplasia (CHH-AD [MIM: 250250–607095]);body;body;title, abstract, body;no;
PMID:31777803;PMC6857991;PCS;OMIM;"FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1";FCAS;NLRP3;familial life-long persistent fever;120100;no;no;hearing loss;HP:0000365; exact match;no; -; There was no report of neither abdominal or thoracic manifestations nor hearing loss or other neurological involvement;body (RESULTS);abstract, body (Table 1);title, abstract, body (INTRODUCTION, PATIENTS AND METHODS, RESULTS, DISCUSSION);no;
PMID:32473092;PMC7332649;PCS;OMIM;"OOCYTE MATURATION DEFECT 9; OOMD9"; -;TRIP13;familial life-long persistent fever;619011;no;604507;abnormality of the menstrual cycle ;HP:0000140;menstrual cycles; -;normal;All five affected individuals had been diagnosed with primary infertility of unknown cause for several years despite their having had normal menstrual cycles ;body (Results);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);no;
PMID:4951423; -;PCS;OMIM;FEVER, FAMILIAL LIFELONG PERSISTENT; -; -;familial life-long persistent fever;228400;no;no;abnormalities of sweating;HP:0000971;sweat function; -;normal;Sweat function also was normal;abstract;title; - ;no;
PMID:4951423; -;PCS;OMIM;FEVER, FAMILIAL LIFELONG PERSISTENT; -; -;familial life-long persistent fever;228400;no;no;abnormality of circulating hormone level;HP:0003117;thyroid and adrenal function; - ;normal;Thyroid and adrenal function were normal as was the urinary etiocholanolone excretion;abstract;title; -;no;
PMID:29726066;PMC6032947;PCS;OMIM;"MYOCLONUS, FAMILIAL, 2; MYOCL2"; -;SCN8A;familial isolated myoclonus, isolated myoclonus, myoclonus;618364;no;600702;cognitive impairment;HP:0100543;exact match;without; -;We now report a novel heterozygous SCN8A variant, p.Pro1719Arg, in a small pedigree with five family members affected with autosomal dominant upper limb isolated myoclonus without seizures or cognitive impairment ;abstract;title, abstract, body;title, abstract, body;yes (gene);
PMID:29726066;PMC6032947;PCS;OMIM;"MYOCLONUS, FAMILIAL, 2; MYOCL2"; -;SCN8A;familial isolated myoclonus, isolated myoclonus, myoclonus;618364;no;600702;dystonia;HP:0001332;exact match;not; -;His motor milestones were delayed, for example, independent walking at age three, but he does not have intellectual disability and does not exhibit dystonia or other neurological abnormalities ;body;title, abstract, body;title, abstract, body;no;
PMID:29726066;PMC6032947;IEA;OMIM;"MYOCLONUS, FAMILIAL, 2; MYOCL2"; -;SCN8A;familial isolated myoclonus, isolated myoclonus, myoclonus;618364;no;600702;seizures;HP:0001250;exact match;without; -;We now report a novel heterozygous SCN8A variant, p.Pro1719Arg, in a small pedigree with five family members affected with autosomal dominant upper limb isolated myoclonus without seizures or cognitive impairment ;abstract;title, abstract, body;title, abstract, body;yes (gene);"negative relation can also be found in sentence ""The data presented here demonstrate that heterozygosity for partial loss-of- function of SCN8A can be associated with movement disorders without seizures"" (body)"
PMID:28180185;PMC5289017;PCS;OMIM;"HYPEREKPLEXIA 4; HKPX4"; -;ATAD1;extreme hypertonia, encephalopathy, and seizures ;618011;no;no;infantile spasms;HP:0012469;exact match; -; -;He did not demonstrate infantile spasms as his extreme hypertonia precluded almost all movement;body (RESULTS);body;title, abstract, body (METHODS, RESULTS, DISCUSSION);no;
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;ataxia;HP:0001251;exact match;without; -;However, these patients presented with simple kinetic and/or postural tremor, without cognitive impairment, autonomic dysfunction, cerebellar ataxia, hypermyotonia, pyramidal signs, paroxysmal loss of consciousness, during our follow-up ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;cerebellar atrophy;HP:0001272;exact match;no; -;No severe brain leukodystrophy and cerebellar atro- phy were found in the MRI examination of any probands ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;cognitive impairment ;HP:0100543;exact match; -; -;However, these patients presented with simple kinetic and/or postural tremor, without cognitive impairment, autonomic dysfunction, cerebellar ataxia, hypermyotonia, pyramidal signs, paroxysmal loss of consciousness, during our follow-up ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;fequent urination;HP:0100515;exact match; -; -; -;body (Table 4);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;leukodystrophy;HP:0002415;exact match;no; -;No severe brain leukodystrophy and cerebellar atrophy were found in the MRI examination of any probands ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;loss of consciousness;HP:0007185;exact match;no; -;However, these patients presented with simple kinetic and/or postural tremor, without cognitive impairment, autonomic dysfunction, cerebellar ataxia, hypermyotonia, pyramidal signs, paroxysmal loss of consciousness, during our follow-up ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;peripheral neuropathy;HP:0009830;exact match;no; -;Brain MRI and EMG examination also revealed no severe brain leukodystrophy, cerebellar atrophy or peripheral neuropathy for the probands with repeat expansions;body (Discussion);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:31819945; -;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 6; ETM6";ET;NOTCH2NLC;essential tremor ;618866;no;no;pyramidal signs;HP:0007256;exact match;no; -;However, these patients presented with simple kinetic and/or postural tremor, without cognitive impairment, autonomic dysfunction, cerebellar ataxia, hypermyotonia, pyramidal signs, paroxysmal loss of consciousness, during our follow-up ;body (Results);title, abstract, body (Introduction, Materials and methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);no;negative relation can also be found in Table 4
PMID:22863194;PMC3415547;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 4; ETM4";ET;FUS;essential tremor;614782;no;137070;amyotrophic lateral sclerosis;HP:0007354;ALS;no; -;"Interestingly, individuals affected by ET have been reported to have an increased genetic risk of developing Parkinson disease;37 however, there is no direct link between ET and ALS, although it might be noteworthy that a rapid voice tremor has been reported as an extrapyramidal symptom in some cases of ALS";body (Discussion);title, abstract, body (Introduction, Subjects and Methods, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);yes (disease_abbreviation);
PMID:22863194;PMC3415547;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 4; ETM4";ET;FUS;essential tremor;614782;no;137070;parkinsonism;HP:0001300;exact match; -; -;"Comorbidity of ALS with frontotemporal lobe dementia (FTD [MIM 600274]) and parkinsonism (PD [MIM 168601]) has suggested that these conditions might share a common pathogenesis; overlapping FUS mutations have now been found in individuals with ALS/FTD, FTD and ALS/PD; FUS inclusions have also been seen in FTD-affected individuals";body (Discussion);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Results, Discussion);yes (gene);
PMID:26188006;PMC4692992;PCS;OMIM;"TREMOR, HEREDITARY ESSENTIAL, 5; ETM5";ET;TENM4;essential tremor;616736;no;610084;bradykinesia;HP:0002067;exact match; -; -; -;Supplementary Material (Supplementary Table S1);"title, abstract, body (Introduction; Results; Discussion; Subjetcs, Materials and Methods)";"title, abstract, body (Results; Discussion; Subjects, Materials and Methods)";no;
PMID:29330545;PMC5839055;PCS;OMIM;"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16; EIG16"; -;KCNMA1;epilepsy;618596;no;no;paroxysmal dyskinesia;HP:0007166;exact match;no; -;We identified the first de novo variant in KCNMA1 (c.2984 A > G (p.(N995S)))—encoding the BK channel—that causes epilepsy, but not paroxysmal dyskinesia, in two independent families ;abstract;title, abstract, body (Introduction, Materials and methods, Results, Discussion);abstract, body (Introduction, Materials and methods, Results, Discussion);yes (disease_synonym);"negative relation can also be found in sentence ""Neurological examinations revealed no paroxysmal dyskinesia or other obvious movement disorders."" (body (Results)) and ""These data suggest that the calcium-activation pathway of the BK channel may be associated with paroxysmal dyskinesia, but not with epilepsy"" (body (Discussion))"
PMID:3372762; -;IEA;OMIM;EPIDERMOLYSIS BULLOSA SIMPLEX, KOEBNER TYPE; -; -;epidermolysis bullosa;131900;no;no;abnormally shaped teeth;HP:0006482;teeth; -;normal;"Blistersin oral mucous membranes were noted and found in summer and in periods of fever; hair, teeth, and nails were normal";body (CASE REPORT);title, abstract, body; -;no;
PMID:3372762; -;IEA;OMIM;EPIDERMOLYSIS BULLOSA SIMPLEX, KOEBNER TYPE; -; -;epidermolysis bullosa;131900;no;no;abnormally shaped teeth;HP:0006482;teeth; -;normal;Hair, teeth, and nails were normal;body (CASE REPORT);title, abstract, body; -;no;
PMID:3372762; -;IEA;OMIM;EPIDERMOLYSIS BULLOSA SIMPLEX, KOEBNER TYPE; -; -;epidermolysis bullosa;131900;no;no;Nikolsky's sign;HP:0100792; exact match;negative; -;Nikolski's sign was negative;body (CASE REPORT);title, abstract, body; -;no;
PMID:27666369;PMC5065657;PCS;OMIM;"ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO"; -;TBCE;Encephalopathy with Distal Spinal Muscular Atrophy ;617207;no;604934;growth abnormality;HP:0001507;growth defect;not ; -;They did not exhibit dysmorphia or growth defects ;body;title, abstract, body (Figure 1); -;no;
PMID:19425169;PMC2673872;PCS;OMIM;"LYMPHOPROLIFERATIVE SYNDROME 1; LPFS1"; -;ITK;EBV-associated lymphoproliferative ;613011;no;no;hemophagocytosis;HP:0012156;exact match; -;normal;BM aspirate was normal, with no evidence for lymphoma infiltration, histiocytosis, or hemophagocytosis ;body (Results);abstract, body (Introduction, Discussion);abstract, body (Introduction,Results, Discussion, Methods);no;
PMID:19425169;PMC2673872;PCS;OMIM;"LYMPHOPROLIFERATIVE SYNDROME 1; LPFS1"; -;ITK;EBV-associated lymphoproliferative ;613011;no;no;histiocytosis;HP:0100727;exact match; -;normal;BM aspirate was normal, with no evidence for lymphoma infiltration, histiocytosis, or hemophagocytosis ;body (Results);abstract, body (Introduction, Discussion);abstract, body (Introduction,Results, Discussion, Methods);no;
PMID:19425169;PMC2673872;PCS;OMIM;"LYMPHOPROLIFERATIVE SYNDROME 1; LPFS1"; -;ITK;EBV-associated lymphoproliferative ;613011;no;no;lymphoma;HP:0002665;exact match; -;normal;BM aspirate was normal, with no evidence for lymphoma infiltration, histiocytosis, or hemophagocytosis ;body (Results);abstract, body (Introduction, Discussion);abstract, body (Introduction,Results, Discussion, Methods);no;
PMID:16328510; -;PCS;OMIM;"PARKINSONISM, EARLY-ONSET, WITH DIURNAL FLUCTUATION; EPDF";PD; -;Early-onset Parkinson’s disease ;600116;no;602544;dementia;HP:0000726;exact match ;none; -;Apart from individual #210, none of the patients suffered from psychiatric or behavioural disturbances and none had dementia;body (Results);title, abstract, body (Introduction,Methods, Results, Discussion); -;no;
PMID:16328510; -;PCS;OMIM;"PARKINSONISM, EARLY-ONSET, WITH DIURNAL FLUCTUATION; EPDF";PD; -;Early-onset Parkinson’s disease;600116;no;602544;behavioural/psychiatric abnormalities;HP:0000708;psychiatric or behavioural disturbances;none; -;Apart from individual #210, none of the patients suffered from psychiatric or behavioural disturbances and none had dementia;body (Results);title, abstract, body (Introduction, Discussion); -;no;
PMID:7077621;PMC1048839;PCS;OMIM;PHOCOMELIA -ECTRODACTYLY, EAR MALFORMATION, DEAFNESS, AND SINUS ARRHYTHMIA; -; -;dysmorphicfacies, conductive deafness, and external ear deformity;171480;no;no;low intelligence;HP:0001249; exact match; -;normal;On examination she was thought to be of normal intelligence but had no intelligible speech;abstract;abstract; -;no;
PMID:26196677;PMC4510057;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 70; DFNA70"; -;MCM2 ;dominant nonsyndromic deafness, nonsyndromic hearing loss;616968;no;no;vestibular dysfunction;HP:0001751;exact match;none; -;None of the affected individuals complained of any vestibular symptoms, and vestibular functional tests were therefore not performed ;body (Results);title, abstract, body (Introduction, Results, Discussion);title, abstract, body (Introduction, Materials and Methods, Results, Discussion);no;
PMID:26208961;PMC4553032;PCS;OMIM;"MYOPATHY, DISTAL, WITH RIMMED VACUOLES; DMRV"; -;SQSTM1;distal myopathy with rimmed vacuoles, distal myopathy, myopathy;617158;no;no;Babinski signs ;HP:0003487;exact match; -;normal;Reflexes were normal with negative Babinski signs ;body (Methods);title, abstract, body (Methods, Results, Discussion);title, abstract, body (Methods, Results, Discussion);no;
PMID:10430757; -;PCS;OMIM;"CARDIOMYOPATHY, DILATED, 1I; CMD1I";DCM; -;dilated cardiomyopathy;604765;no;no;elevated creatine kinase;HP:0003236;plasma creatine kinase activity; -;normal;Furthermore, plasma creatine kinase activity, a highly sensitive marker of familial skeletal muscle disease, was normal, even for carriers;body (Discussion);title, abstract, body; -;no;
PMID:29573052;PMC6001798;TAS;OMIM;"GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17"; -;PIGH;defective glycosylphosphatidylinositol (GPI)-anchor biogenesis ;618010;no;600154;abnormality of alkaline phosphatase level ;HP:0004379;alkaline phosphatase ; -;normal;"However, in this case, alkaline phosphatase was within the normal range for both siblings; most recent measurements were 107 IU/L (normal range 40–240) for IV-1 and 228 IU/L (84–307) for IV-2";body;abstract, body;title, abstract, body;no;
PMID:16459341;PMC2564584;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 67; DFNB67";exact match (DFNB67); -;deafness, hearing loss, non-syndromic hearing loss, non-syndromic deafness;610265;no;no;abnormality of the kidney;HP:0000077;renal anomalies;no; -;Clinical evaluation revealed no ophthalmological, skin, or renal anomalies;body (RESULTS);abstract, body (RESULTS, DISCUSSION); -;no;
PMID:16459341;PMC2564584;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 67; DFNB67";exact match (DFNB67); -;deafness, hearing loss, non-syndromic hearing loss, non-syndromic deafness;610265;no;no;vestibular dysfunction;HP:0001751;exact match;no; -;No vestibular dysfunction was detected using tandem gait or Romberg testing;body (RESULTS);abstract, body (RESULTS, DISCUSSION); -;no;
PMID:17503326;PMC1867096;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44"; exact match (DFNA44);CCDC50;deafness, hearing loss;607453;yes;no;vestibular dysfunction;HP:0001751; exact match;no; -;No evidence of either vestibular dysfunction or tinnitus has been reported in the patients with DFNA44 hearing loss;body;abstract, body (Results, Discussion);title, abstract, body (Materials and Methods, Results, Discussion);yes (disease_abbreviation);
PMID:15841483; -;PCS;OMIM;"DEAFNESS, AUTOSOMAL RECESSIVE 31; DFNB31; WHIRLER, MOUSE, HOMOLOG OF";exact match (DFNB31);WHRN;deafness;607084;yes;no;absent vestibular functions;HP:0008555;vestibular deffects;no; -;In particular, no vestibular defects were detected;body (MATERIALS AND METHODS);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS AND DISCUSSION);title, abstract, body (INTRODUCTION, MATERIALS AND METHODS, RESULTS AND DISCUSSION);no;
PMID:17503326;PMC1867096;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44"; exact match (DFNA44);CCDC50;deafness;607453;yes;no;inner ear abnormality;HP:0000359;inner ear malformations;rules out; -;In addition, CT rules out inner ear malformations as the cause of deafness;body;abstract, body (Results, Discussion);title, abstract, body (Materials and Methods, Results, Discussion);no;
PMID:17503326;PMC1867096;PCS;OMIM;"DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44"; exact match (DFNA44);CCDC50;deafness;607453;yes;no;tinnitus;HP:0000360; exact match;no; -;No evidence of either vestibular dysfunction or tinnitus has been reported in the patients with DFNA44 hearing loss;body;abstract, body (Results, Discussion);title, abstract, body (Materials and Methods, Results, Discussion);yes (disease_abbreviation);
