#disease-db	disease-identifier	disease-name	negation	HPO-ID	reference	evidence-code	onset	frequencyHPO	modifier	sub-ontology	alt-names	curators	frequencyRaw	sex
OMIM	614307	ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD	NOT	HP:0001392	OMIM:614307	TAS			 	P	ALPHA-METHYLACYL-COA RACEMASE DEFICIENCY; AMACRD	HPO:skoehler[2013-05-30]	-	-
OMIM	614333	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 29	NOT	HP:0000717	PMID:21629298	PCS			 	P		HPO:probinson[2018-06-13]	-	-
OMIM	614343	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 19	NOT	HP:0000750	OMIM:614343	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	614370	Surfactant metabolism dysfunction, pulmonary, 5	NOT	HP:0020050	PMID:21205713	PCS			 	P	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 5	HPO:probinson[2020-10-13];HPO:probinson[2020-10-13]	-	-
OMIM	614437	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB	NOT	HP:0100699	OMIM:614437	TAS			 	P		HPO:skoehler[2013-08-18]	-	-
OMIM	614575	Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome	NOT	HP:0000364	OMIM:614575	TAS			 	P	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME	HPO:skoehler[2014-11-26]	-	-
OMIM	614665	#614665 MECONIUM ILEUS	NOT	HP:0040128	OMIM:614665	TAS			 	P		HPO:skoehler[2015-01-04]	-	-
OMIM	614782	#614782 TREMOR, HEREDITARY ESSENTIAL, 4; ETM4	NOT	HP:0001300	PMID:22863194	PCS			 	P		HPO:probinson[2020-02-02]	-	-
OMIM	614807	MYOPATHY, CENTRONUCLEAR, 4; CNM4	NOT	HP:0040081	OMIM:614807	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	614816	#614816 LOEYS-DIETZ SYNDROME, TYPE 4; LDS4;;ANEURYSM, AORTIC AND CEREBRAL, WITH ARTERIAL TORTUOSITY AND SKELETALMANIFESTATIONS	NOT	HP:0001083	PMID:22772368	TAS			 	P		HPO:skoehler[2013-05-31];HPO:probinson[2019-07-13]	-	-
OMIM	614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP	NOT	HP:0001696	PMID:22939636	PCS			 	P		HP:probinson[2019-03-02]	-	-
OMIM	614856	OSTEOGENESIS IMPERFECTA, TYPE XIII	NOT	HP:0000365	OMIM:614856	TAS			 	P		HPO:skoehler[2012-11-16]	-	-
OMIM	614856	OSTEOGENESIS IMPERFECTA, TYPE XIII	NOT	HP:0000703	OMIM:614856	TAS			 	P		HPO:skoehler[2012-11-16]	-	-
OMIM	614856	OSTEOGENESIS IMPERFECTA, TYPE XIII	NOT	HP:0001249	OMIM:614856	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	614885	PEROXISOME BIOGENESIS DISORDER 11B	NOT	HP:0001433	OMIM:614885	IEA			 	P		HPO:skoehler[2013-01-11]	-	-
OMIM	614920	PEROXISOME BIOGENESIS DISORDER 14B	NOT	HP:0002353	OMIM:614920	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7	NOT	HP:0000164	OMIM:614929	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7	NOT	HP:0000951	OMIM:614929	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7	NOT	HP:0000971	OMIM:614929	TAS			 	P		HPO:skoehler[2013-06-10]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0000164	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0000478	PMID:23063621	IEA			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0000707	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0000924	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0000971	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614931	Ectodermal dysplasia 9, hair/nail type	NOT	HP:0032226	PMID:23063621	PCS			 	P	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE	HPO:probinson[2019-07-14]	-	-
OMIM	614934	Deafness, autosomal recessive 70	NOT	HP:0001751	PMID:23084290	IEA			 	P	DEAFNESS, AUTOSOMAL RECESSIVE 70	HPO:probinson[2020-08-09]	-	-
OMIM	614934	Deafness, autosomal recessive 70	NOT	HP:0100543	PMID:23084290	PCS			 	P	DEAFNESS, AUTOSOMAL RECESSIVE 70	HPO:probinson[2020-08-09]	-	-
OMIM	614963	LEPTIN RECEPTOR DEFICIENCY; LEPRD	NOT	HP:0001256	OMIM:614963	IEA	HP:0003593		 	P		HPO:skoehler[2013-01-11]	-	-
OMIM	615065	ARTHROGRYPOSIS, DISTAL, TYPE 5D; DA5D	NOT	HP:0000602	OMIM:615065	TAS			 	P		HPO:skoehler[2013-05-31]	-	-
OMIM	615067	CILIARY DYSKINESIA, PRIMARY, 20; CILD20	NOT	HP:0000144	OMIM:615067	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615072	#615072 BRACHYDACTYLY, TYPE A1, C; BDA1C	NOT	HP:0003038	PMID:20683927	PCS			 	P		HPO:lccarmody[2018-10-02]	-	-
OMIM	615158	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3; MC3DN3	NOT	HP:0012759	OMIM:615158	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615190	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5; DKCB5	NOT	HP:0001000	OMIM:615190	TAS			 	P		HPO:skoehler[2013-06-11]	-	-
OMIM	615193	BLEEDING DISORDER, PLATELET-TYPE, 15; BDPLT15	NOT	HP:0004866	PMID:23434115	PCS			 	P		HP:probinson[2019-05-27]	-	-
OMIM	615193	BLEEDING DISORDER, PLATELET-TYPE, 15; BDPLT15	NOT	HP:0011869	PMID:23434115	PCS			 	P		HPO:skoehler[2014-11-27];HP:probinson[2019-05-27]	-	-
OMIM	615198	OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA	NOT	HP:0011001	OMIM:615198	TAS			 	P		HPO:skoehler[2013-05-30]	-	-
OMIM	615214	#615214 AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE; AGM7;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO PIK3R1 DEFECT	NOT	HP:0002843	OMIM:615214	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615344	PULMONARY HYPERTENSION, PRIMARY, 4	NOT	HP:0001907	OMIM:615344	IEA			 	P		HPO:skoehler[2015-08-28]	-	-
OMIM	615355	NOONAN SYNDROME 8; NS8	NOT	HP:0001249	PMID:25124994	PCS			 	P		HPO:probinson[2017-05-31]	-	-
OMIM	615441	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS; CPVT5	NOT	HP:0001657	PMID:22422768	PCS			 	P		HPO:lccarmody[2018-06-29]	-	-
OMIM	615468	#615468 IMMUNODEFICIENCY 12; IMD12	NOT	HP:0040088	OMIM:615468	TAS			 	P		HPO:skoehler[2015-01-04]	-	-
OMIM	615481	CILIARY DYSKINESIA, PRIMARY, 24; CILD24	NOT	HP:0001696	OMIM:615481	TAS			 	P		HPO:skoehler[2013-11-18]	-	-
OMIM	615485	BAINBRIDGE-ROPERS SYNDROME; BRPS	NOT	HP:0000243	OMIM:615485	IEA			 	P		HPO:skoehler[2015-08-29]	-	-
OMIM	615485	BAINBRIDGE-ROPERS SYNDROME; BRPS	NOT	HP:0000545	OMIM:615485	IEA			 	P		HPO:skoehler[2015-08-29]	-	-
OMIM	615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE; SPG79	NOT	HP:0000512	OMIM:615491	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME	NOT	HP:0000846	OMIM:615510	TAS			 	P		HPO:skoehler[2014-01-28]	-	-
OMIM	615522	COLE DISEASE; COLED	NOT	HP:0000164	OMIM:615522	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	615522	COLE DISEASE; COLED	NOT	HP:0001595	OMIM:615522	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	615522	COLE DISEASE; COLED	NOT	HP:0001597	OMIM:615522	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	615542	#615542 TESTICULAR ANOMALIES WITH OR WITHOUT CONGENITAL HEART DISEASE; TACHD	NOT	HP:0002926	OMIM:615542	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615605	#615605 FANCONI RENOTUBULAR SYNDROME 3; FRTS3	NOT	HP:0000083	OMIM:615605	TAS			 	P		HPO:skoehler[2014-02-25]	-	-
OMIM	615607	#615607 IMMUNODEFICIENCY 17; IMD17;;CD3-GAMMA DEFICIENCY;;SCID-LIKE IMMUNODEFICIENCY, T CELL-PARTIAL, B CELL-POSITIVE, NK CELL-POSITIVE	NOT	HP:0002843	OMIM:615607	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	615607	#615607 IMMUNODEFICIENCY 17; IMD17;;CD3-GAMMA DEFICIENCY;;SCID-LIKE IMMUNODEFICIENCY, T CELL-PARTIAL, B CELL-POSITIVE, NK CELL-POSITIVE	NOT	HP:0002846	OMIM:615607	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615615	#615615 IMMUNODEFICIENCY 18; IMD18;;CD3-EPSILON DEFICIENCYIMMUNODEFICIENCY 18, SEVERE COMBINED IMMUNODEFICIENCY VARIANT, INCLUDED;;IMMUNODEFICIENCY 18, SCID VARIANT, INCLUDED	NOT	HP:0002846	OMIM:615615	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615615	#615615 IMMUNODEFICIENCY 18; IMD18;;CD3-EPSILON DEFICIENCYIMMUNODEFICIENCY 18, SEVERE COMBINED IMMUNODEFICIENCY VARIANT, INCLUDED;;IMMUNODEFICIENCY 18, SCID VARIANT, INCLUDED	NOT	HP:0012176	OMIM:615615	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615617	#615617 IMMUNODEFICIENCY 19; IMD19;;CD3-DELTA DEFICIENCY;;SEVERE COMBINED IMMUNODEFICIENCY, T CELL-NEGATIVE, B CELL-POSITIVE,NK CELL-POSITIVE;;SCID, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE	NOT	HP:0002846	OMIM:615617	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615617	#615617 IMMUNODEFICIENCY 19; IMD19;;CD3-DELTA DEFICIENCY;;SEVERE COMBINED IMMUNODEFICIENCY, T CELL-NEGATIVE, B CELL-POSITIVE,NK CELL-POSITIVE;;SCID, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE	NOT	HP:0012176	OMIM:615617	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615654	%615654 DEAFNESS, AUTOSOMAL DOMINANT 58; DFNA58	NOT	HP:0001751	OMIM:615654	TAS			 	P		HPO:skoehler[2014-02-25]	-	-
OMIM	615674	%615674 DOWLING-DEGOS DISEASE 3; DDD3	NOT	HP:0010610	PMID:16575392	TAS			 	P		HPO:lccarmody[2019-01-29]	-	-
OMIM	615681	SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE	NOT	HP:0002380	PMID:24482476	IEA		HP:0040284	 	P		HPO:probinson[2017-06-25]	3/3	-
OMIM	615688	Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome		HP:0025343	PMID:26867732	PCS		HP:0040285	 	P	VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME	HPO:skoehler[2017-07-13];HPO:probinson[2020-11-28]	0/5	-
OMIM	615752	Polymicrogyria, bilateral perisylvian	NOT	HP:0001270	PMID:24531968	PCS			 	P	POLYMICROGYRIA, BILATERAL PERISYLVIAN	HPO:skoehler[2015-09-13];HPO:probinson[2020-07-24]	-	-
OMIM	615767	IMMUNODEFICIENCY, COMMON VARIABLE, 11; CVID11	NOT	HP:0011839	OMIM:615767	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615841	SPERMATOGENIC FAILURE 13; SPGF13	NOT	HP:0030087	OMIM:615841	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615841	SPERMATOGENIC FAILURE 13; SPGF13	NOT	HP:0030345	OMIM:615841	TAS			 	P		HPO:skoehler[2015-06-22]	-	-
OMIM	615841	SPERMATOGENIC FAILURE 13; SPGF13	NOT	HP:0040086	OMIM:615841	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615842	SPERMATOGENIC FAILURE 14; SPGF14	NOT	HP:0030087	OMIM:615842	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615842	SPERMATOGENIC FAILURE 14; SPGF14	NOT	HP:0030345	OMIM:615842	TAS			 	P		HPO:skoehler[2015-06-22]	-	-
OMIM	615842	SPERMATOGENIC FAILURE 14; SPGF14	NOT	HP:0040086	OMIM:615842	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615866	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	NOT	HP:0000508	OMIM:615866	IEA			 	P		HPO:skoehler[2015-09-14]	-	-
OMIM	615866	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	NOT	HP:0000824	OMIM:615866	IEA			 	P		HPO:skoehler[2015-09-14]	-	-
OMIM	615866	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	NOT	HP:0000924	OMIM:615866	IEA			 	P		HPO:skoehler[2015-09-14]	-	-
OMIM	615866	MENTAL RETARDATION, AUTOSOMAL DOMINANT 27	NOT	HP:0008373	OMIM:615866	IEA			 	P		HPO:skoehler[2015-09-14]	-	-
OMIM	615872	Ciliary dyskinesia, primary, 29	NOT	HP:0001696	OMIM:615872	TAS			 	P	CILIARY DYSKINESIA, PRIMARY, 29	HPO:skoehler[2014-08-03]	-	-
OMIM	615885	HYPOTRICHOSIS 12; HYPT12	NOT	HP:0000164	OMIM:615885	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	615885	HYPOTRICHOSIS 12; HYPT12	NOT	HP:0000951	OMIM:615885	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615885	HYPOTRICHOSIS 12; HYPT12	NOT	HP:0000971	OMIM:615885	TAS			 	P		HPO:skoehler[2014-08-03]	-	-
OMIM	615885	HYPOTRICHOSIS 12; HYPT12	NOT	HP:0001597	OMIM:615885	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	615909	DIAMOND-BLACKFAN ANEMIA 13; DBA13	NOT	HP:0001999	OMIM:615909	TAS			 	P		HPO:probinson[2015-01-31]	-	-
OMIM	615952	Autoimmune disease, multisystem, infantile-onset, 1	NOT	HP:0001880	PMID:25038750	PCS			 	P	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1	HPO:probinson[2020-11-26]	-	-
OMIM	615959	MYOPATHY, CENTRONUCLEAR, 5	NOT	HP:0040081	OMIM:615959	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615966	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES; IMD26	NOT	HP:0012176	OMIM:615966	TAS			 	P		HPO:skoehler[2014-11-27]	-	-
OMIM	615993	BARDET-BIEDL SYNDROME 16; BBS16	NOT	HP:0010442	OMIM:615993	TAS			 	P		HPO:skoehler[2014-11-26]	-	-
OMIM	616006	#616006 HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2; HKLLS2	NOT	HP:0002778	PMID:24913602	PCS			 	P		HPO:probinson[2017-05-28]	-	-
OMIM	616044	DEAFNESS, AUTOSOMAL DOMINANT 65; DFNA65	NOT	HP:0001751	OMIM:616044	IEA			 	P		HPO:skoehler[2015-09-15]	-	-
OMIM	616059	MIRROR MOVEMENTS 3; MRMV3	NOT	HP:0001696	OMIM:616059	IEA			 	P		HPO:skoehler[2015-08-23]	-	-
OMIM	616113	POLYENDOCRINE-POLYNEUROPATHY SYNDROME; PEPNS	NOT	HP:0004408	OMIM:616113	TAS			 	P		HPO:skoehler[2015-06-22]	-	-
OMIM	616113	POLYENDOCRINE-POLYNEUROPATHY SYNDROME; PEPNS	NOT	HP:0031097	OMIM:616113	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	616118	Macular degeneration, early-onset	NOT	HP:0011842	PMID:24899048	PCS			 	P	MACULAR DEGENERATION, EARLY-ONSET	HP:probinson[2019-01-20]	-	-
OMIM	616126	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38	NOT	HP:0004429	OMIM:616126	IEA			 	P		HPO:skoehler[2019-02-22]	-	-
OMIM	616126	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38	NOT	HP:0012759	OMIM:616126	IEA			 	P		HPO:skoehler[2018-10-08]	-	-
OMIM	616126	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38	NOT	HP:0031691	PMID:25307056	PCS			 	P		HP:probinson[2019-01-26]	-	-
OMIM	616224	MYASTHENIC SYNDROME, CONGENITAL, 22; CMS22	NOT	HP:0003131	OMIM:616224	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	616227	MYASTHENIC SYNDROME, CONGENITAL, 15; CMS15	NOT	HP:0030208	PMID:23404334	IEA		HP:0040284	 	P		HPO:probinson[2015-03-30]	2/2	-
OMIM	616265	#616265 PEELING SKIN SYNDROME 3; PSS3	NOT	HP:0000989	OMIM:616265	TAS			 	P		HPO:skoehler[2015-09-16]	-	-
OMIM	616265	#616265 PEELING SKIN SYNDROME 3; PSS3	NOT	HP:0001595	OMIM:616265	TAS			 	P		HPO:skoehler[2015-03-22]	-	-
OMIM	616265	#616265 PEELING SKIN SYNDROME 3; PSS3	NOT	HP:0010783	OMIM:616265	TAS			 	P		HPO:skoehler[2015-03-22]	-	-
OMIM	616268	Arboleda-Tham syndrome	NOT	HP:0000465	PMID:32041641	PCS			 	P	ARBOLEDA-THAM SYNDROME	HPO:probinson[2020-08-02]	-	-
OMIM	616287	LETHAL CONGENITAL CONTRACTURE SYNDROME 8	NOT	HP:0001561	OMIM:616287	TAS			 	P		HPO:skoehler[2015-07-26]	-	-
OMIM	616294	COLE-CARPENTER SYNDROME 2; CLCRP2	NOT	HP:0001263	OMIM:616294	TAS			 	P		HPO:skoehler[2015-05-31]	-	-
OMIM	616298	SINGLETON-MERTEN SYNDROME 2; SGMRT2	NOT	HP:0000164	OMIM:616298	TAS			 	P		HPO:skoehler[2015-05-31]	-	-
OMIM	616329	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13	NOT	HP:0045081	OMIM:616329	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	616357	#616357 DEAFNESS, AUTOSOMAL DOMINANT 40; DFNA40	NOT	HP:0001751	PMID:12471561	PCS			 	P		HPO:probinson[2017-06-14]	-	-
OMIM	616395	Trichothiodystrophy 3, photosensitive	NOT	HP:0001009	OMIM:616395	IEA			 	P	TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE	HPO:skoehler[2015-09-25]	-	-
OMIM	616395	Trichothiodystrophy 3, photosensitive	NOT	HP:0001480	OMIM:616395	IEA			 	P	TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE	HPO:skoehler[2015-09-25]	-	-
OMIM	616395	Trichothiodystrophy 3, photosensitive	NOT	HP:0008069	OMIM:616395	IEA			 	P	TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE	HPO:skoehler[2015-09-25]	-	-
OMIM	616407	BROWN SYNDROME	NOT	HP:0000486	PMID:1757853	TAS			 	P		HPO:lccarmody[2019-01-29]	-	-
OMIM	616471	BETHLEM MYOPATHY 2; BTHLM2	NOT	HP:0002650	OMIM:616471	IEA			 	P		HPO:skoehler[2015-09-17]	-	-
OMIM	616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17	NOT	HP:0000164	OMIM:616507	TAS			 	P		HPO:skoehler[2015-08-16]	-	-
OMIM	616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17	NOT	HP:0000364	OMIM:616507	TAS			 	P		HPO:skoehler[2015-08-16]	-	-
OMIM	616583	SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE	NOT	HP:0000002	OMIM:616583	TAS			 	P		HPO:skoehler[2015-11-15]	-	-
OMIM	616617	HEIMLER SYNDROME 2	NOT	HP:0001263	OMIM:616617	TAS			 	P		HPO:skoehler[2015-11-15]	-	-
OMIM	616736	TREMOR, HEREDITARY ESSENTIAL, 5; ETM5	NOT	HP:0002067	PMID:26188006	PCS			 	P		HPO:probinson[2017-06-17]	-	-
OMIM	616738	Radioulnar synostosis with amegakaryocytic thrombocytopenia 2	NOT	HP:0001433	PMID:20091385	PCS			 	P	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2	HPO:probinson[2017-06-17]	-	-
OMIM	616788	OROFACIAL CLEFT 15	NOT	HP:0009743	PMID:25954033	PCS			 	P		HPO:probinson[2017-06-18]	-	-
OMIM	616849	BRACHYDACTYLY, TYPE A1, D	NOT	HP:0001760	PMID:25758993	PCS			 	P		HPO:probinson[2017-06-23]	-	-
OMIM	616852	MYOPATHY, SCAPULOHUMEROPERONEAL	NOT	HP:0003798	PMID:25938801	PCS			 	P		HPO:probinson[2017-06-21]	-	-
OMIM	616854	EVEN-PLUS SYNDROME	NOT	HP:0000518	PMID:26598328	PCS			 	P		HPO:probinson[2017-06-22]	-	-
OMIM	616859	SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA	NOT	HP:0002151	PMID:24334290	PCS			 	P		HPO:probinson[2017-06-18]	-	-
OMIM	616873	IMMUNODEFICIENCY, COMMON VARIABLE, 13; CVID13	NOT	HP:0002841	PMID:26981933	PCS			 	P		HPO:probinson[2017-06-20]	-	-
OMIM	616873	IMMUNODEFICIENCY, COMMON VARIABLE, 13; CVID13	NOT	HP:0004429	PMID:26981933	PCS			 	P		HPO:probinson[2017-06-20]	-	-
OMIM	616896	Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	NOT	HP:0001635	PMID:26561570	PCS			 	P	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (ENCEPHALOCARDIOMYOPATHIC TYPE)	HPO:probinson[2017-06-23]	-	-
OMIM	616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3	NOT	HP:0000252	PMID:27040692	PCS			 	P		HPO:probinson[2017-06-24]	-	-
OMIM	616910	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 3; ICF3	NOT	HP:0002846	OMIM:616910	IEA			 	P		HPO:skoehler[2019-02-22]	-	-
OMIM	616911	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4; ICF4	NOT	HP:0002846	OMIM:616911	IEA			 	P		HPO:skoehler[2019-02-22]	-	-
OMIM	616914	MARFAN LIPODYSTROPHY SYNDROME; MFLS	NOT	HP:0012759	OMIM:616914	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	616917	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53; MRT53	NOT	HP:0003155	PMID:26996948	PCS			 	P		HPO:probinson[2017-06-24]	-	-
OMIM	616943	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6	NOT	HP:0000518	PMID:26996949	PCS			 	P		HPO:probinson[2017-06-25]	-	-
OMIM	616943	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6	NOT	HP:0000992	PMID:26996949	PCS			 	P		HPO:probinson[2017-06-25]	-	-
OMIM	616943	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6	NOT	HP:0011001	PMID:26996949	PCS			 	P		HPO:probinson[2017-06-25]	-	-
OMIM	616954	YOU-HOOVER-FONG SYNDROME; YHFS	NOT	HP:0410263	OMIM:616954	IEA			 	P		HPO:skoehler[2019-02-22]	-	-
OMIM	616959	RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS; RPEM	NOT	HP:0001873	PMID:26494905	PCS			 	P		HPO:probinson[2017-06-24]	-	-
OMIM	616959	RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS; RPEM	NOT	HP:0001882	PMID:26494905	PCS			 	P		HPO:probinson[2017-06-24]	-	-
OMIM	616968	DEAFNESS, AUTOSOMAL DOMINANT 70	NOT	HP:0001751	PMID:26196677	PCS			 	P		HPO:probinson[2017-06-24]	-	-
OMIM	616969	Deafness, autosomal dominant 66	NOT	HP:0001751	PMID:26197441	IEA			 	P	DEAFNESS, AUTOSOMAL DOMINANT 66	HPO:probinson[2020-09-20]	-	-
OMIM	617017	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T; CMT2T	NOT	HP:0000726	OMIM:617017	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	617068	PORTAL HYPERTENSION, NONCIRRHOTIC	NOT	HP:0002910	OMIM:617068	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	617158	MYOPATHY, DISTAL, WITH RIMMED VACUOLES	NOT	HP:0003487	PMID:26208961	PCS		HP:0040284	 	P		HPO:probinson[2019-12-22]	2/2	-
OMIM	617207	Encephalopathy, progressive, with amyotrophy and optic atrophy	NOT	HP:0001507	PMID:27666369	PCS			 	P	ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY	HPO:skoehler[2017-07-13];HPO:probinson[2020-12-30]	-	-
OMIM	617244	FANCONI ANEMIA, COMPLEMENTATION GROUP R	NOT	HP:0001903	OMIM:617244	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	617244	FANCONI ANEMIA, COMPLEMENTATION GROUP R	NOT	HP:0005528	OMIM:617244	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	617247	FANCONI ANEMIA, COMPLEMENTATION GROUP U	NOT	HP:0005528	OMIM:617247	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
OMIM	617255	LISSENCEPHALY 8; LIS8	NOT	HP:0003202	OMIM:617255	TAS			 	P		HPO:skoehler[2017-07-13]	-	-
